10, 125, 0.000026, 64, 0.000018, 64, 0.000016, 64
10, 101, 0.000026, 48, 0.000019, 48, 0.000014, 48
10, 187, 0.000025, 61, 0.000018, 61, 0.000026, 61
10, 100, 0.000026, 47, 0.000019, 47, 0.000013, 47
10, 134, 0.000026, 45, 0.000018, 45, 0.000017, 45
10, 156, 0.000027, 47, 0.000018, 47, 0.000020, 47
10, 163, 0.000027, 58, 0.000017, 58, 0.000020, 58
10, 110, 0.000027, 71, 0.000018, 71, 0.000015, 71
11, 107, 0.000048, 64, 0.000034, 64, 0.000015, 64
11, 147, 0.000049, 57, 0.000034, 57, 0.000020, 57
11, 184, 0.000048, 62, 0.000034, 62, 0.000028, 62
11, 151, 0.000049, 60, 0.000034, 60, 0.000021, 60
11, 107, 0.000049, 59, 0.000034, 59, 0.000016, 59
11, 148, 0.000048, 55, 0.000034, 55, 0.000020, 55
11, 143, 0.000049, 33, 0.000035, 33, 0.000020, 33
11, 113, 0.000048, 61, 0.000033, 61, 0.000016, 61
11, 113, 0.000048, 52, 0.000033, 52, 0.000016, 52
11, 170, 0.000048, 55, 0.000034, 55, 0.000023, 55
12, 121, 0.000091, 64, 0.000067, 64, 0.000018, 64
12, 198, 0.000092, 64, 0.000065, 64, 0.000033, 64
12, 184, 0.000091, 68, 0.000067, 68, 0.000026, 68
12, 177, 0.000091, 64, 0.000064, 64, 0.000025, 64
12, 176, 0.000082, 79, 0.000059, 79, 0.000021, 79
12, 192, 0.000047, 66, 0.000048, 66, 0.000026, 66
12, 168, 0.000046, 86, 0.000048, 86, 0.000020, 86
12, 159, 0.000047, 54, 0.000049, 54, 0.000022, 54
12, 169, 0.000047, 66, 0.000048, 66, 0.000020, 66
12, 103, 0.000046, 75, 0.000058, 75, 0.000013, 75
13, 185, 0.000091, 75, 0.000095, 75, 0.000026, 75
13, 132, 0.000091, 96, 0.000095, 96, 0.000017, 96
13, 120, 0.000091, 56, 0.000095, 56, 0.000016, 56
13, 155, 0.000092, 69, 0.000095, 69, 0.000020, 69
13, 121, 0.000091, 77, 0.000094, 77, 0.000016, 77
13, 105, 0.000092, 89, 0.000095, 89, 0.000014, 89
13, 102, 0.000092, 75, 0.000095, 75, 0.000014, 75
13, 158, 0.000091, 63, 0.000095, 63, 0.000021, 63
13, 171, 0.000092, 63, 0.000095, 63, 0.000022, 63
13, 145, 0.000092, 66, 0.000095, 66, 0.000019, 66
14, 125, 0.000181, 77, 0.000187, 77, 0.000017, 77
14, 120, 0.000181, 83, 0.000188, 83, 0.000017, 83
14, 174, 0.000181, 84, 0.000187, 84, 0.000024, 84
14, 191, 0.000181, 87, 0.000187, 87, 0.000026, 87
14, 165, 0.000225, 94, 0.000262, 94, 0.000028, 94
14, 148, 0.000344, 94, 0.000261, 94, 0.000029, 94
14, 157, 0.000285, 56, 0.000326, 56, 0.000042, 56
14, 132, 0.000292, 82, 0.000189, 82, 0.000020, 82
14, 117, 0.000181, 84, 0.000189, 84, 0.000017, 84
14, 109, 0.000181, 60, 0.000188, 60, 0.000016, 60
15, 114, 0.000361, 83, 0.000374, 83, 0.000018, 83
15, 171, 0.000463, 87, 0.000373, 87, 0.000025, 87
15, 165, 0.000371, 88, 0.000407, 88, 0.000025, 88
15, 170, 0.000361, 74, 0.000375, 74, 0.000025, 74
15, 115, 0.000360, 90, 0.000374, 90, 0.000018, 90
15, 155, 0.000361, 99, 0.000374, 99, 0.000023, 99
15, 168, 0.000372, 87, 0.000375, 87, 0.000025, 87
15, 138, 0.000360, 78, 0.000374, 78, 0.000020, 78
15, 103, 0.000361, 90, 0.000373, 90, 0.000015, 90
15, 126, 0.000347, 99, 0.000361, 99, 0.000019, 99
16, 130, 0.000694, 96, 0.000727, 96, 0.000020, 96
16, 149, 0.000694, 83, 0.000723, 83, 0.000023, 83
16, 186, 0.000693, 82, 0.000719, 82, 0.000055, 82
16, 136, 0.001075, 87, 0.000983, 87, 0.000035, 87
16, 111, 0.000835, 88, 0.000748, 88, 0.000020, 88
16, 164, 0.000712, 85, 0.000735, 85, 0.000025, 85
16, 135, 0.000712, 99, 0.000717, 99, 0.000021, 99
16, 196, 0.000711, 89, 0.000721, 89, 0.000038, 89
16, 200, 0.000722, 89, 0.000718, 89, 0.000030, 89
16, 171, 0.000711, 96, 0.000720, 96, 0.000026, 96
17, 174, 0.001410, 107, 0.001448, 107, 0.000028, 107
17, 109, 0.001405, 70, 0.001452, 70, 0.000018, 70
17, 115, 0.001403, 109, 0.001572, 109, 0.000022, 109
17, 141, 0.001457, 97, 0.001443, 97, 0.000023, 97
17, 171, 0.001406, 104, 0.001449, 104, 0.000028, 104
17, 152, 0.001589, 93, 0.001598, 93, 0.000027, 93
17, 151, 0.001391, 74, 0.001446, 74, 0.000026, 74
17, 189, 0.001659, 114, 0.001433, 114, 0.000046, 114
17, 187, 0.001755, 109, 0.001581, 109, 0.000045, 109
17, 159, 0.001344, 96, 0.001400, 96, 0.000026, 96
18, 199, 0.002775, 108, 0.002972, 108, 0.000035, 108
18, 187, 0.002784, 90, 0.002879, 90, 0.000031, 90
18, 114, 0.002775, 91, 0.002883, 91, 0.000020, 91
18, 169, 0.002783, 104, 0.003094, 104, 0.000031, 104
18, 144, 0.002814, 91, 0.003260, 91, 0.000027, 91
18, 162, 0.002828, 111, 0.002836, 111, 0.000028, 111
18, 154, 0.002751, 92, 0.002781, 92, 0.000026, 92
18, 153, 0.002667, 86, 0.002720, 86, 0.000024, 86
18, 184, 0.002711, 101, 0.002737, 101, 0.000045, 101
18, 136, 0.002918, 101, 0.002698, 101, 0.000023, 101
19, 156, 0.005887, 114, 0.005498, 114, 0.000028, 114
19, 152, 0.005307, 115, 0.005406, 115, 0.000026, 115
19, 107, 0.005668, 108, 0.005403, 108, 0.000020, 108
19, 115, 0.006186, 112, 0.005798, 112, 0.000024, 112
19, 134, 0.005566, 88, 0.005576, 88, 0.000026, 88
19, 188, 0.005606, 78, 0.005561, 78, 0.000034, 78
19, 158, 0.006030, 95, 0.005539, 95, 0.000030, 95
19, 166, 0.005318, 111, 0.005897, 111, 0.000030, 111
19, 113, 0.005335, 107, 0.005349, 107, 0.000020, 107
19, 107, 0.005890, 110, 0.005447, 110, 0.000020, 110
20, 145, 0.011673, 71, 0.011050, 71, 0.000039, 71
20, 133, 0.010972, 91, 0.011812, 91, 0.000026, 91
20, 130, 0.010737, 105, 0.011248, 105, 0.000046, 105
20, 125, 0.011348, 98, 0.011054, 98, 0.000025, 98
20, 122, 0.010908, 100, 0.011390, 100, 0.000024, 100
20, 178, 0.010621, 107, 0.011819, 107, 0.000037, 107
20, 164, 0.011724, 113, 0.011217, 113, 0.000036, 113
20, 182, 0.010946, 109, 0.011494, 109, 0.000033, 109
20, 173, 0.011695, 100, 0.011102, 100, 0.000035, 100
20, 161, 0.010543, 80, 0.011583, 80, 0.000055, 80
21, 110, 0.021877, 97, 0.022729, 97, 0.000024, 97
21, 138, 0.021757, 126, 0.022412, 126, 0.000028, 126
21, 109, 0.021857, 118, 0.023305, 118, 0.000024, 118
21, 172, 0.022666, 109, 0.021855, 109, 0.000045, 109
21, 126, 0.021957, 131, 0.023210, 131, 0.000026, 131
21, 174, 0.021660, 112, 0.022878, 112, 0.000034, 112
21, 109, 0.022110, 110, 0.023764, 110, 0.000023, 110
21, 171, 0.022288, 127, 0.022079, 127, 0.000034, 127
21, 138, 0.021348, 128, 0.023361, 128, 0.000029, 128
21, 184, 0.021810, 129, 0.022551, 129, 0.000036, 129
22, 147, 0.044384, 140, 0.043894, 140, 0.000032, 140
22, 178, 0.044911, 98, 0.044186, 98, 0.000039, 98
22, 143, 0.044270, 109, 0.044615, 109, 0.000030, 109
22, 174, 0.042823, 97, 0.043660, 97, 0.000035, 97
22, 178, 0.042971, 125, 0.043537, 125, 0.000036, 125
22, 182, 0.044632, 107, 0.043936, 107, 0.000037, 107
22, 144, 0.043884, 96, 0.043676, 96, 0.000030, 96
22, 183, 0.043950, 122, 0.043573, 122, 0.000037, 122
22, 169, 0.043754, 122, 0.043914, 122, 0.000036, 122
22, 144, 0.043411, 109, 0.044249, 109, 0.000030, 109
23, 118, 0.084825, 115, 0.085839, 115, 0.000026, 115
23, 167, 0.085268, 132, 0.086703, 132, 0.000036, 132
23, 172, 0.085271, 139, 0.087144, 139, 0.000036, 139
23, 174, 0.085760, 139, 0.087887, 139, 0.000037, 139
23, 167, 0.086966, 121, 0.087305, 121, 0.000036, 121
23, 187, 0.086267, 104, 0.087653, 104, 0.000039, 104
23, 190, 0.086288, 142, 0.087426, 142, 0.000039, 142
23, 176, 0.089055, 133, 0.088987, 133, 0.000037, 133
23, 138, 0.085611, 141, 0.086656, 141, 0.000030, 141
23, 198, 0.085867, 117, 0.088075, 117, 0.000042, 117
24, 121, 0.171956, 138, 0.175979, 138, 0.000030, 138
24, 125, 0.170437, 131, 0.173506, 131, 0.000028, 131
24, 155, 0.170764, 147, 0.174601, 147, 0.000036, 147
24, 181, 0.172094, 135, 0.175771, 135, 0.000040, 135
24, 150, 0.173194, 122, 0.174708, 122, 0.000034, 122
24, 197, 0.171081, 131, 0.173901, 131, 0.000043, 131
24, 109, 0.171831, 122, 0.173337, 122, 0.000026, 122
24, 108, 0.161794, 126, 0.165188, 126, 0.000027, 126
24, 137, 0.169046, 120, 0.174997, 120, 0.000031, 120
24, 199, 0.175337, 131, 0.175172, 131, 0.000053, 131
25, 133, 0.343208, 121, 0.348312, 121, 0.000032, 121
25, 191, 0.342013, 134, 0.348870, 134, 0.000045, 134
25, 166, 0.339434, 152, 0.351976, 152, 0.000038, 152
25, 103, 0.317165, 126, 0.327540, 126, 0.000026, 126
25, 124, 0.340714, 108, 0.347161, 108, 0.000030, 108
25, 145, 0.336097, 127, 0.351970, 127, 0.000034, 127
25, 198, 0.338318, 128, 0.347713, 128, 0.000046, 128
25, 150, 0.341442, 134, 0.345768, 134, 0.000036, 134
25, 127, 0.335022, 136, 0.346986, 136, 0.000042, 136
25, 188, 0.336803, 140, 0.347605, 140, 0.000042, 140
26, 166, 0.672643, 134, 0.697276, 134, 0.000039, 134
26, 108, 0.677445, 130, 0.693471, 130, 0.000027, 130
26, 147, 0.679305, 136, 0.696871, 136, 0.000036, 136
26, 179, 0.672426, 158, 0.698426, 158, 0.000042, 158
26, 195, 0.671935, 176, 0.692315, 176, 0.000046, 176
26, 158, 0.679280, 128, 0.694997, 128, 0.000038, 128
26, 110, 0.654229, 148, 0.683415, 148, 0.000028, 148
26, 120, 0.591383, 120, 0.613647, 120, 0.000030, 120
26, 173, 0.678459, 134, 0.695704, 134, 0.000042, 134
26, 114, 0.664283, 127, 0.697211, 127, 0.000029, 127
27, 126, 1.340753, 153, 1.393430, 153, 0.000032, 153
27, 108, 1.307266, 130, 1.351922, 130, 0.000029, 130
27, 113, 1.082829, 138, 1.126256, 138, 0.000029, 138
27, 195, 1.348682, 142, 1.393562, 142, 0.000047, 142
27, 107, 1.259981, 141, 1.301889, 141, 0.000028, 141
27, 199, 1.349352, 137, 1.391775, 137, 0.000063, 137
27, 181, 1.353556, 142, 1.400034, 142, 0.000044, 142
27, 174, 1.362676, 143, 1.399139, 143, 0.000044, 143
27, 181, 1.365055, 105, 1.407333, 105, 0.000044, 105
27, 142, 1.498081, 135, 1.472115, 135, 0.000036, 135
28, 177, 2.792647, 156, 2.849183, 156, 0.000047, 156
28, 198, 2.727091, 148, 2.804722, 148, 0.000050, 148
28, 178, 2.709324, 158, 2.791790, 158, 0.000046, 158
28, 128, 2.681135, 122, 2.783157, 122, 0.000034, 122
28, 106, 1.995652, 102, 2.077668, 102, 0.000029, 102
28, 145, 2.709263, 147, 2.794344, 147, 0.000038, 147
28, 126, 2.360256, 154, 2.443391, 154, 0.000033, 154
28, 118, 2.497155, 128, 2.576361, 128, 0.000032, 128
28, 131, 2.623018, 175, 2.726391, 175, 0.000034, 175
28, 174, 2.708113, 180, 2.794182, 180, 0.000044, 180
29, 165, 5.405425, 147, 5.639267, 147, 0.000043, 147
29, 133, 5.285194, 133, 5.390412, 133, 0.000037, 133
29, 112, 4.404483, 135, 4.592571, 135, 0.000032, 135
29, 182, 5.406240, 175, 5.599855, 175, 0.000048, 175
29, 181, 5.396111, 170, 5.574869, 170, 0.000048, 170
29, 157, 5.384962, 182, 6.051852, 182, 0.000041, 182
29, 123, 5.621082, 141, 5.929687, 141, 0.000035, 141
29, 116, 5.495856, 139, 5.550351, 139, 0.000032, 139
29, 119, 4.880200, 130, 5.123687, 130, 0.000033, 130
29, 141, 5.430340, 175, 5.599549, 175, 0.000047, 175
